target,source,weight
Arts and Humanities ,Physics and Astronomy ,0.003937764118325009
Arts and Humanities ,Earth and Planetary Sciences ,0.008031598155973877
Arts and Humanities ,Engineering ,0.008980023050326547
Arts and Humanities ,Materials Science ,0.002713215520553208
Arts and Humanities ,Veterinary ,0.0005642527852477911
Arts and Humanities ,Nursing ,0.005258355743373031
Arts and Humanities ,"Pharmacology, Toxicology and Pharmaceutics ",0.0026051671148674604
Arts and Humanities ,Chemistry ,0.002509124087591241
Arts and Humanities ,Chemical Engineering ,0.0004682097579715713
Arts and Humanities ,Dentistry ,0.00036016135228582406
Arts and Humanities ,Energy ,0.0003361505954667691
"Economics, Econometrics and Finance ","Economics, Econometrics and Finance ",0.5297074450494941
"Economics, Econometrics and Finance ",Psychology ,0.013161665821556912
"Economics, Econometrics and Finance ",Mathematics ,0.02864922066183117
"Economics, Econometrics and Finance ",Social Sciences ,0.11942503141603651
"Economics, Econometrics and Finance ",Computer Science ,0.007407570713640071
"Economics, Econometrics and Finance ",Environmental Science ,0.025154875548402744
"Economics, Econometrics and Finance ",Agricultural and Biological Sciences ,0.007605987786326859
"Economics, Econometrics and Finance ",Decision Sciences ,0.04187702550761701
"Economics, Econometrics and Finance ",Medicine ,0.018133115809431426
"Economics, Econometrics and Finance ","Business, Management and Accounting ",0.16481844837849158
"Economics, Econometrics and Finance ",Energy ,0.006503670715844705
"Economics, Econometrics and Finance ",Physics and Astronomy ,0.0020503097510968056
"Economics, Econometrics and Finance ",Multidisciplinary,0.006922551202627924
"Economics, Econometrics and Finance ",Arts and Humanities ,0.01013029387773099
"Economics, Econometrics and Finance ",Engineering ,0.007198130470248462
"Economics, Econometrics and Finance ",Earth and Planetary Sciences ,0.00459666218391058
"Economics, Econometrics and Finance ",Neuroscience ,0.0026014682863378822
"Economics, Econometrics and Finance ",Nursing ,0.0017967768248859102
"Economics, Econometrics and Finance ","Biochemistry, Genetics and Molecular Biology ",0.0008487841442712581
"Economics, Econometrics and Finance ",Immunology and Microbiology ,0.0002535329262108953
"Economics, Econometrics and Finance ",Materials Science ,7.716219493375075e-05
"Economics, Econometrics and Finance ",Chemistry ,0.00014330121916267995
"Economics, Econometrics and Finance ",Health Professions ,0.0006503670715844706
"Economics, Econometrics and Finance ",Veterinary ,9.920853634339381e-05
"Economics, Econometrics and Finance ","Pharmacology, Toxicology and Pharmaceutics ",0.00014330121916267995
"Economics, Econometrics and Finance ",Chemical Engineering ,3.30695121144646e-05
"Economics, Econometrics and Finance ",Dentistry ,1.1023170704821534e-05
Immunology and Microbiology ,Medicine ,0.2369293573463181
Immunology and Microbiology ,Immunology and Microbiology ,0.22180869159020863
Immunology and Microbiology ,Multidisciplinary,0.05151079721146083
Immunology and Microbiology ,"Biochemistry, Genetics and Molecular Biology ",0.2877445430035187
Immunology and Microbiology ,Agricultural and Biological Sciences ,0.035648822791687185
Immunology and Microbiology ,"Pharmacology, Toxicology and Pharmaceutics ",0.021980309623303496
Immunology and Microbiology ,Environmental Science ,0.07208465135644253
Immunology and Microbiology ,Earth and Planetary Sciences ,0.001579089002736749
Immunology and Microbiology ,Physics and Astronomy ,0.004544323657393538
Immunology and Microbiology ,Chemistry ,0.015080046103305931
Immunology and Microbiology ,Neuroscience ,0.007453706289445491
Immunology and Microbiology ,Engineering ,0.01058141955531635
Immunology and Microbiology ,Health Professions ,0.0013963005651209197
Immunology and Microbiology ,Chemical Engineering ,0.00607263809412589
Immunology and Microbiology ,Veterinary ,0.005717216132095111
Immunology and Microbiology ,Mathematics ,0.005300864690859055
Immunology and Microbiology ,Computer Science ,0.0009545618408826651
Immunology and Microbiology ,Social Sciences ,0.00069561155426024
Immunology and Microbiology ,Nursing ,0.0045392462007930985
Immunology and Microbiology ,Dentistry ,0.0017111028743481815
Immunology and Microbiology ,Materials Science ,0.0039045641257381353
Immunology and Microbiology ,Energy ,0.0009444069276817856
Immunology and Microbiology ,Arts and Humanities ,0.0009850265804853032
Immunology and Microbiology ,Decision Sciences ,0.0002030982640175883
Immunology and Microbiology ,"Business, Management and Accounting ",0.00013201387161143241
Immunology and Microbiology ,Psychology ,0.0003808092450329781
Immunology and Microbiology ,"Economics, Econometrics and Finance ",0.00011678150181011328
Neuroscience ,Neuroscience ,0.30180480300996465
Neuroscience ,Medicine ,0.23786754979864982
Neuroscience ,Psychology ,0.02027708919175787
Neuroscience ,Social Sciences ,0.006584297625929591
Neuroscience ,"Biochemistry, Genetics and Molecular Biology ",0.24725409314037683
Neuroscience ,Immunology and Microbiology ,0.018871067302887488
Neuroscience ,"Pharmacology, Toxicology and Pharmaceutics ",0.02276089789439649
Neuroscience ,Agricultural and Biological Sciences ,0.012227981305297812
Neuroscience ,Environmental Science ,0.0016705695613407668
Neuroscience ,Computer Science ,0.009077904390511557
Neuroscience ,Physics and Astronomy ,0.005658380772283243
Neuroscience ,Multidisciplinary,0.07349526263705039
Neuroscience ,Arts and Humanities ,0.00994503287249782
Neuroscience ,Earth and Planetary Sciences ,0.00034783119898884
Neuroscience ,Mathematics ,0.004463017215194835
Neuroscience ,"Business, Management and Accounting ",0.0005976817785442039
Neuroscience ,Engineering ,0.004340541440902989
Neuroscience ,"Economics, Econometrics and Finance ",0.00039682150870557804
Neuroscience ,Nursing ,0.007985420483828299
Neuroscience ,Chemistry ,0.004129883109121016
Neuroscience ,Veterinary ,0.0005878837166008563
Neuroscience ,Health Professions ,0.007730670873301261
Neuroscience ,Chemical Engineering ,0.0003527302299605138
Neuroscience ,Decision Sciences ,0.000994503287249782
Neuroscience ,Materials Science ,0.00022535542469699494
Neuroscience ,Dentistry ,0.0003086389512154496
Neuroscience ,Energy ,4.409127874506422e-05
Nursing ,Medicine ,0.44849847812178906
Nursing ,"Biochemistry, Genetics and Molecular Biology ",0.13297532036990364
Nursing ,Nursing ,0.2072759349372831
Nursing ,Multidisciplinary,0.020559896085768015
Nursing ,"Pharmacology, Toxicology and Pharmaceutics ",0.015189701634322716
Nursing ,Dentistry ,0.0013764758341249686
Nursing ,Engineering ,0.006116593319245458
Nursing ,Psychology ,0.01496675132316163
Nursing ,Health Professions ,0.023593959015916714
Nursing ,Immunology and Microbiology ,0.009034334347918808
Nursing ,Agricultural and Biological Sciences ,0.03811480971675617
Nursing ,Chemistry ,0.008346096430856324
Nursing ,Social Sciences ,0.024786258506039046
Nursing ,Arts and Humanities ,0.005631918729764836
Nursing ,Neuroscience ,0.016953917140032183
Nursing ,Physics and Astronomy ,0.0012019929819119444
Nursing ,Computer Science ,0.000940268703592408
Nursing ,Environmental Science ,0.009800120199298192
Nursing ,"Economics, Econometrics and Finance ",0.0012892344080184565
Nursing ,Chemical Engineering ,0.002500920881720013
Nursing ,"Business, Management and Accounting ",0.0038967836994242065
Nursing ,Materials Science ,0.0016285066206548923
Nursing ,Decision Sciences ,0.0009305752118027956
Nursing ,Earth and Planetary Sciences ,0.0009111882282235707
Nursing ,Veterinary ,0.0010565906050677574
Nursing ,Mathematics ,0.002258583586979702
Nursing ,Energy ,0.00016478936042341172
"Business, Management and Accounting ","Business, Management and Accounting ",0.5453014230420914
"Business, Management and Accounting ",Psychology ,0.04339499656785552
"Business, Management and Accounting ",Social Sciences ,0.12247852746580834
"Business, Management and Accounting ",Decision Sciences ,0.042062516944410794
"Business, Management and Accounting ","Economics, Econometrics and Finance ",0.08702649384809732
"Business, Management and Accounting ",Computer Science ,0.02047173239655978
"Business, Management and Accounting ",Engineering ,0.03932256966676473
"Business, Management and Accounting ",Arts and Humanities ,0.013463235675844048
"Business, Management and Accounting ",Environmental Science ,0.019969889421496183
"Business, Management and Accounting ",Mathematics ,0.0076487791371761815
"Business, Management and Accounting ",Medicine ,0.028830013670894838
"Business, Management and Accounting ",Energy ,0.0021054331712438206
"Business, Management and Accounting ",Neuroscience ,0.002688032487122248
"Business, Management and Accounting ",Multidisciplinary,0.004285854373244271
"Business, Management and Accounting ",Nursing ,0.003922450839577529
"Business, Management and Accounting ",Physics and Astronomy ,0.0012574915926880901
"Business, Management and Accounting ",Health Professions ,0.003322546593524495
"Business, Management and Accounting ",Agricultural and Biological Sciences ,0.0035878888562017987
"Business, Management and Accounting ",Earth and Planetary Sciences ,0.0035878888562017987
"Business, Management and Accounting ","Biochemistry, Genetics and Molecular Biology ",0.002226567682466068
"Business, Management and Accounting ",Chemical Engineering ,0.0002884155029101124
"Business, Management and Accounting ",Veterinary ,2.3073240232808995e-05
"Business, Management and Accounting ",Chemistry ,0.0005018429750635956
"Business, Management and Accounting ",Materials Science ,0.0015632120257728093
"Business, Management and Accounting ","Pharmacology, Toxicology and Pharmaceutics ",0.00036340353366674165
"Business, Management and Accounting ",Immunology and Microbiology ,0.0002134274721534832
"Business, Management and Accounting ",Dentistry ,9.229296093123598e-05
Health Professions ,Health Professions ,0.28585683967899256
Health Professions ,"Biochemistry, Genetics and Molecular Biology ",0.05571249877022108
Health Professions ,Medicine ,0.4116456550153898
Health Professions ,Nursing ,0.03427920900619809
Health Professions ,Environmental Science ,0.002473612458011834
Health Professions ,Multidisciplinary,0.014363817795955082
Health Professions ,"Pharmacology, Toxicology and Pharmaceutics ",0.00538291801942348
Health Professions ,Psychology ,0.05599359109499515
Health Professions ,Agricultural and Biological Sciences ,0.005607791879242738
Health Professions ,Immunology and Microbiology ,0.004553695661339967
Health Professions ,Computer Science ,0.007013253503113098
Health Professions ,Decision Sciences ,0.004441258731430338
Health Professions ,Neuroscience ,0.034082444378856235
Health Professions ,"Business, Management and Accounting ",0.004455313347669042
Health Professions ,Arts and Humanities ,0.00839060589450605
Health Professions ,Social Sciences ,0.029191437927787382
Health Professions ,Engineering ,0.008179786650925497
Health Professions ,Mathematics ,0.007294345827887169
Health Professions ,Dentistry ,0.003963401779314416
Health Professions ,Chemistry ,0.003148234037469607
Health Professions ,Physics and Astronomy ,0.009894449832047335
Health Professions ,Chemical Engineering ,0.0004919115683546261
Health Professions ,"Economics, Econometrics and Finance ",0.0011946423802898063
Health Professions ,Energy ,0.00011243692990962881
Health Professions ,Veterinary ,0.0006324577307416621
Health Professions ,Earth and Planetary Sciences ,0.0005200208008320333
Health Professions ,Materials Science ,0.0011243692990962882
Decision Sciences ,Decision Sciences ,0.23710070743897432
Decision Sciences ,Mathematics ,0.13731076611053433
Decision Sciences ,Medicine ,0.033802544848733615
Decision Sciences ,Computer Science ,0.08064321413912162
Decision Sciences ,Psychology ,0.011396286549001617
Decision Sciences ,Social Sciences ,0.05645024989738513
Decision Sciences ,"Business, Management and Accounting ",0.12760460680396937
Decision Sciences ,Engineering ,0.09435738947775069
Decision Sciences ,"Economics, Econometrics and Finance ",0.10012796677692735
Decision Sciences ,Multidisciplinary,0.014945553758118646
Decision Sciences ,Chemistry ,0.004249462780983654
Decision Sciences ,"Biochemistry, Genetics and Molecular Biology ",0.010213197479295942
Decision Sciences ,Agricultural and Biological Sciences ,0.006519062220827197
Decision Sciences ,Chemical Engineering ,0.0008450636212183403
Decision Sciences ,Neuroscience ,0.004611632904362943
Decision Sciences ,Earth and Planetary Sciences ,0.008233334138155829
Decision Sciences ,Physics and Astronomy ,0.03433372769635657
Decision Sciences ,Immunology and Microbiology ,0.0014003911437332497
Decision Sciences ,Health Professions ,0.002535190863655021
Decision Sciences ,Nursing ,0.002004008016032064
Decision Sciences ,Environmental Science ,0.018229229543424198
Decision Sciences ,Veterinary ,0.00021730207402757322
Decision Sciences ,"Pharmacology, Toxicology and Pharmaceutics ",0.0013038124441654394
Decision Sciences ,Energy ,0.00627761547190767
Decision Sciences ,Arts and Humanities ,0.004056305381848034
Decision Sciences ,Materials Science ,0.001207233744597629
Decision Sciences ,Dentistry ,2.414467489195258e-05
Veterinary ,Veterinary ,0.26496518672574376
Veterinary ,Immunology and Microbiology ,0.09132832986707659
Veterinary ,Agricultural and Biological Sciences ,0.060606745637037704
Veterinary ,Medicine ,0.31114929017090154
Veterinary ,Neuroscience ,0.010783072610543449
Veterinary ,"Biochemistry, Genetics and Molecular Biology ",0.14544714711999276
Veterinary ,Nursing ,0.00714350302920698
Veterinary ,Multidisciplinary,0.035016728456460804
Veterinary ,Environmental Science ,0.02952346505108961
Veterinary ,"Pharmacology, Toxicology and Pharmaceutics ",0.01724839497242065
Veterinary ,Chemistry ,0.00357175151460349
Veterinary ,Social Sciences ,0.003978659915001357
Veterinary ,Psychology ,0.0011529071344606203
Veterinary ,"Business, Management and Accounting ",0.0002260602224432589
Veterinary ,Arts and Humanities ,0.0020797540464779817
Veterinary ,Health Professions ,0.002870964825029388
Veterinary ,Engineering ,0.002351026313409892
Veterinary ,Computer Science ,0.0005425445338638214
Veterinary ,Dentistry ,0.0027353286915634324
Veterinary ,Mathematics ,0.0035491454923591644
Veterinary ,Physics and Astronomy ,0.000791210778551406
Veterinary ,Decision Sciences ,0.0005199385116194954
Veterinary ,Chemical Engineering ,0.0005199385116194954
Veterinary ,Materials Science ,0.0002938782891762365
Veterinary ,Earth and Planetary Sciences ,0.0008590288452843838
Veterinary ,"Economics, Econometrics and Finance ",0.0007459987340627544
Dentistry ,Medicine ,0.3946360153256705
Dentistry ,Immunology and Microbiology ,0.018186794048863014
Dentistry ,Dentistry ,0.3700054734537493
Dentistry ,Engineering ,0.01684330994675822
Dentistry ,Chemical Engineering ,0.0008956560680698612
Dentistry ,"Biochemistry, Genetics and Molecular Biology ",0.11864954968403245
Dentistry ,"Pharmacology, Toxicology and Pharmaceutics ",0.011817684231477336
Dentistry ,Computer Science ,0.0012688460964323032
Dentistry ,Materials Science ,0.0033587102552619795
Dentistry ,Veterinary ,0.0008458973976215356
Dentistry ,Agricultural and Biological Sciences ,0.0023386575110713043
Dentistry ,Earth and Planetary Sciences ,0.00014927601134497685
Dentistry ,Nursing ,0.0056724884311091205
Dentistry ,Health Professions ,0.006145195800368214
Dentistry ,Environmental Science ,0.0073145245559038665
Dentistry ,Chemistry ,0.0025376921928646065
Dentistry ,Mathematics ,0.002886002886002886
Dentistry ,Multidisciplinary,0.015549584515101756
Dentistry ,Social Sciences ,0.006792058516196447
Dentistry ,"Business, Management and Accounting ",0.0004478280340349306
Dentistry ,Neuroscience ,0.007239886550231378
Dentistry ,Decision Sciences ,0.0006966213862765587
Dentistry ,Psychology ,0.0022391401701746527
Dentistry ,Arts and Humanities ,0.0013434841021047917
Dentistry ,Physics and Astronomy ,0.0019157088122605363
Dentistry ,"Economics, Econometrics and Finance ",0.0002239140170174653
